fname,summary
dev_103,#Person2#는 디지털 카메라를 볼 수 있게 도와줍니다. #Person1#은 디지털 카메라의 가격을 1500위안으로 정하고 디지털 카메라를 구매할 예정입니다. #Person2#가 디지털 카메라를 구입하기 위해 1500위안을 지원합니다. #Person1#은 이를 통해 디지털 카메라를 더 저렴하게 구매할 수 있다고 설명합니다.
dev_104,"#Person2#는 사모사랑 파파돔을 먹기 위해 2인용 테이블에 앉았습니다. #Person1#은 사모사가 특선 요리 중 하나라고 생각하고, 사모사는 달을 먹고 싶다고 말합니다."
dev_105,"#Person1#과 #Person2#는 어젯밤에 데이트를 했으나, Linda가 약속을 지키지 않아 다시 데이트를 신청하기로 결정했다. #Person1#은 긍정적으로 생각하고, 다시 시도해 보라고 조언한다."
dev_106,"#Person1#은 #Person2#에게 어떤 문제가 있는지 물어보고, #Person2#는 반 정도 익힌 스테이크를 주문합니다. #Person2#가 스테이크 반을 익혀 달라고 요청하자 #Person1#은 메뉴에서 다른 치킨을 주문할 수 있다고 설명합니다."
dev_107,"#Person1#은 빌리에게 17번가에 새로 생긴 바에 가보자고 제안하지만, 빌리는 데이트 상대와 술이 적당한 가격이라고 말합니다. #Person2#는 #Person1#에게 드레스 코드와 재킷, 넥타이는 집에 두고 와야 한다고 설명합니다."
dev_108,"#Person2#는 ABC 렌터카에서 차를 빌리고 싶은데 폭스바겐, 핀토, 플리머스, 닷선의 가격이 비싸다고 설명합니다. #Person1#은 운전면허증을 보여주고, #Person2#에게 주행 거리와 기름의 추가 요금을 묻습니다."
dev_109,"#Person2#는 로마에 가면 차나 버스, 또는 걸어서 출근한다고 말합니다. #Person1#은 #Person2#에게 로마인이 다른 사람들처럼 행동한다고 설명합니다. #Person2# 또한 로마인은 삶을 즐긴다고 생각합니다. #Person1#는 비행기로 가서 맛보기를 권합니다."
dev_110,"Jenny는 시험에서 머리가 하얘져서 #Person1#에게 도움을 요청했지만, #Person1#은 #Person2#가 공부하지 않았다고 생각합니다. JenNy는 학교 그만둔다고 말합니다. #Person1#은 진지하게 이야기하자고 제안합니다. 그들은 다음 학기에 대해 진지하게 논의하기로 합니다."
dev_111,"#Person1#과 #Person2#는 과학이 우리를 더 현명하게 만든다고 생각하지만, #Person1#은 백 년 전보다 더 건강하고 현명하다고 생각합니다. #Person1#은 그들의 의견에 동의하지 않습니다. #Person2#와 #Person1#은 의견이 다르다고 말합니다."
dev_112,마이크는는 등록 날짜를 늦추기 위해 등록 건물에 가보자고 제안합니다. #Person2#는 수업 등록을 놓치면 안 된다고 말합니다. 마이크는 #Person1#에게 철학 수업을 추천합니다. #Person1#은 그 수업을 듣고 싶다고 말합니다. 이에 대해 마이크는 조언을 아끼지 않습니다.
dev_113,메리는 어젯밤 앤과 심하게 싸웠습니다. #Person1#은 메리가 남자친구가 하라는 대로 하지 않아 화가 났다고 말합니다. 메리는 우정에 금이 가지 않게 하기 위해 전화로 화해하자고 제안합니다.
dev_114,"Neal은 #Person1#에게 싱가포르에서 공부했다고 말하고, #Person1#은 부모님과 함께 세미나에 가자고 제안합니다. 두 사람은 잘 지내고 있으며, #Person1#은 지도교수님을 만나러 갈 예정입니다."
dev_115,#Person2#는 #Person1#에게 수잔의 아내가 병원에 있다고 말합니다. #Person1#은 수잔에게 휴가를 요청할 예정입니다. 수잔은 아이를 출산한 후에 매니저에게 휴가 요청을 전달할 계획입니다. #Person1#은 #Person2#에게 고마운 마음을 전합니다.
dev_116,"#Person1#은 주방에서 쓸 프라이팬을 찾고 있는데, #Person2#는 작은 프라이팬과 알루미늄 손잡이가 달린 뚜껑이 필요하다고 제안합니다. #Person1#은 현금으로 결제할 예정이며, #Person2#가 먼저 이 팬에 맞는 뚜껑을 찾을 수 있도록 돕습니다."
dev_117,"ABC Company는 모니카가 회계직에 지원할 수 있도록 도와줍니다. 루시는 영어에 능숙하고, 다른 문화의 사람들과 잘 지내고 있으며, 해외 출장도 문제없다고 설명합니다. #Person2#는 #Person1#에게 이력서를 직접 보내라고 제안합니다."
dev_118,#Person2#는 남편이 심장마비를 일으켰다고 알립니다. #Person1#은 #Person2#에게 남편을 구급차에 태워달라고 요청합니다. #Person2#가 남편과 함께 숨을 쉬고 있지만 의식이 없습니다.
dev_119,"#Person2#는 #Person1#에게 뉴욕행 열차가 언제 도착하는지 알려줍니다. #Person1#은 일반석과 특실 중 어떤 좌석을 선택해야 할지 안내합니다. #Person2#가 일반석으로 한 장 주고, 특실은 15달러, 일반석은 6달러입니다."
dev_120,"#Person2#는 #Person1#에게 오바마가 새 대통령이 되었다고 말합니다. #Person1#은 그가 미국을 변화시킬 수 있을 것이라고 생각하며, 그는 이미 변화가 시작되었다고 생각합니다. 이에 대해 #Person1#은 동의합니다. 하지만 #Person2#의 손안에 있는 나라가 그의 손안에 있기 때문에 걱정됩니다."
dev_121,#Person1#은 해고되었거나 근무 시간이 많이 줄었으면 실업 수당을 받을 자격이 있다고 생각합니다. #Person2#는 #Person1#에게 실업 수당으로 많은 돈을 받을 수 있는지 물어봅니다. #Person1#은 실업 사무소에 전화해서 확인해 보라고 합니다.
dev_122,#Person2#는 #Person1#에게 오프라 윈프리가 자선단체에 많은 돈을 기부하여 상을 받을 것이라고 말합니다. #Person1#은 그녀가 가난했기 때문에 부유한 여성 중 한 명이라고 생각합니다. #Person2# 또한 오프라처럼 사람들을 돕기 위해 돈을 사용해야 한다고 생각합니다.
dev_123,#Person2#는 #Person1#에게 다음 지원자 모집에 대해 문의합니다. #Person1#은 다음 주 수요일까지 연락할 예정입니다. #Person2#가 면접을 보러 가자고 제안합니다. #Person1#이 전화번호를 알려줍니다. #Person2#은 오후 4시에서 6시 사이에 전화를 달라고 요청합니다. 면접 기회 주셔서 감사합니다.
dev_124,Mr. Adams는 David Johnson의 치과 진료를 확인하기 위해 오후 4시 30분에 오실 수 있도록 예약을 요청합니다. #Person2#는 오늘 오후 2시 30분에 진료가 가능하다고 말합니다.
dev_125,"#Person1#은 #Person2#에게 새 집으로 이사했다고 말합니다. #Person2#는 #Person1#에게 방이 몇 개라고 설명합니다. #Person1#은 침실과 욕실, 부엌, 응접실, 식당, 거실을 추가할 계획입니다. #Person2#와 #Person1#은 주말에 놀러 오기로 합니다."
dev_126,#Person2#는 #Person1#에게 하이난으로 편지를 보내기 위해 우표와 영수증을 요구합니다. #Person1#은 수신인이 편지를 받았다는 확인이 될 때까지 보관해야 합니다. #Person2#가 편지를 보냈다는 증거가 될 때까지 기다려야 합니다.
dev_127,"#Person2#는 Brown 씨에게 10월 중순에 선적할 수 있는 시기를 물었으나, B로wn 씨는 납품 시간을 앞당기기는 어렵다고 설명합니다. 또한 제때 납품 받는 건 우리에게 큰 의미가 있다고 강조합니다. 이에 대해 #Person1#은 생산자들과 협상할 방법을 찾고 있습니다."
dev_128,"#Person2#는 #Person1#에게 페인트 색깔과 창문 장식, 카펫, 커튼이 마음에 든다고 말합니다. #Person1#은 블라인드를 부엌으로 따라가 보자고 제안합니다. #Person2#의 집은 타일과 바닥재의 편안한 색상이 좋습니다."
dev_129,"#Person2#는 #Person1#에게 자신이 좋아하는 음악 장르는 무엇이라고 말합니다. #Person1#은 다양한 악기를 사용하는 것이 좋아서이며, #Person2#가 좋아하는 음악은 록과 R&B라고 생각합니다. #Person2#와 #Person1#은 특정 음악을 좋아할 만한 이유가 있다고 생각합니다."
dev_130,"#Person2#가 #Person1#에게 금목걸이를 훔쳐갔다고 말하며, 호텔은 손님의 손실에 대해 책임질 수 없다고 설명합니다. #Person2#는 총지배인을 불러 달라고 요청합니다. 사모님은 원하시면 부지배인님을 모시겠다고 약속합니다."
dev_131,#Person2#는 볼이 부어서 아무것도 먹지 못합니다. #Person1#은 이를 뽑을 때 신경이랑 뿌리도 같이 빼야 한다고 말합니다. #Person2#가 엑스레이를 찍어보고 상태를 확인해봐야 합니다. #Person1#은 과자 같은 단 것을 많이 드셨나 봐 걱정됩니다.
dev_132,"#Person1#은 Green Peace에서 일하시는 피터 윌슨님을 모시고 그들의 활동에 대해 설명합니다. 피터는 반핵 활동, 동물 보존 및 보호, 생태계 보호와 지원에 참여하고 있으며, 여러 가지 시위를 계획하고 있다고 합니다."
dev_133,"#Person2#는 #Person1#에게 얼음 위에서 넘어져 손 색이 멍든 것도 아니고, 며칠 쉬어보는 게 좋을 것 같다고 조언합니다. #Person1#은 얼음 위에서의 얼음 위 실수로 손이 아직 아프다고 말합니다."
dev_134,#Person2#는 #Person1#에게 차를 렌트하고 싶다고 말합니다. #Person1#은 운전면허증과 국제운전면허증을 제시합니다. #Person2#가 운전면허가 있으면 하루에 8달러를 추가할 수 있다고 합니다. #Person1#은 #Person2#에게 양식을 작성해 줄 것을 요청합니다.
dev_135,#Person2#는 #Person1#에게 마리아가 영국에 온 지 얼마 안 된 것에 대해 설명합니다. 마리아는 스페인 사람들이 게으르지만 같이 있으면 즐겁다고 말합니다. #Person1#은 마리아의 진정한 예의 바름은 그 이상의 것이라고 생각합니다.
dev_136,"#Person2#는 Mary에게 아빠와 엄마가 잘 지내고 있는지 물어보고, Mavid는 George가 감기에 걸렸다고 말합니다. Diane은 여전히 댄스 레슨을 받고 있으며, Tom은 자동차 정비소에서 아르바이트를 하고 있습니다."
dev_137,#Person2#는 #Person1#에게 센터빌 건물이 번개를 맞을 가능성이 높다고 말합니다. #Person1#은 #Person2#가 천둥 번개를 피하고 물가를 피하라고 조언합니다. #Person2# 또한 자신의 행동이 합리적으로 행동하는 것이라고 생각합니다.
dev_138,Lucy는 공부에 대해 이야기하고 싶어 합니다. #Person1#은 #Person2#에게 공대에 지원하고 싶다고 말합니다. #Person2#는 학업 성적에 대한 조언과 추천서를 요청합니다. Luecy는 행운을 빌며 열심히 공부할 것이라고 약속합니다.
dev_139,#Person2#는 베이징에서 국제 관계 석사 과정을 밟고 있습니다. #Person1#은 #Person2#에게 런던으로 가자고 제안합니다. #Person2#가 Middlesex 대학교에서 경영학 공부를 하러 가겠다고 말합니다. Ali는 콜라를 주문했습니다. #Person1#은 이를 거절합니다.
dev_140,"#Person1#과 #Person2#는 일요일이므로 은행이 닫혀 있을 수 있다고 생각합니다. #Person2#와 #Person1#은 외투가 필요하지 않다고 생각하지만, 영국에서는 여름에 더울 수 있다고 합니다. 그들은 외투를 필요로 하지 않습니다. 그들은 외투의 필요성에 대해 이야기합니다."
dev_141,#Person1#과 #Person2#는 1년에 한두 번 미술 전시회 가는 것을 좋아하지만 미술이나 조각에 대해 아는 건 거의 없습니다. #Person1#은 #Person2#에게 내일 국립 미술관에 전시를 보러 가자고 제안합니다. #Person2#와 #Person1#은 점심 시간에 버스 정류장에서 만나기로 약속합니다.
dev_142,"#Person2#는 장거리 출퇴근이 힘들다고 #Person1#에게 말합니다. #Person1#은 교통체증에 갇히는 것은 싫지만 저녁시간은 혼잡하다고 합니다. #Person1#은 #Person2#를 걱정하며, #Person2#가 교통체증으로 인해 힘들다고 말합니다."
dev_143,"#Person2#는 #Person1#에게 켄징턴 하이 스트리트에 있는 슈퍼마켓에서 중국 요리 재료를 구매할 수 있는지 물어봅니다. #Person1#은 #Person2#에게 카트 한 개와 배추, 돼지고기 등을 제공합니다. #Person2#가 가게를 안내해줍니다."
dev_144,#Person1#은 #Person2#에게 11시 30분 기차를 탈 수 있는지 물어봅니다. #Person2#는 가장 짧은 길과 비교해서 약 5유로를 더 지불해야 한다고 설명합니다. #Person1#은 직진할 때 가장 짧다고 생각합니다. #Person2#가 직진하면 가장 긴 길이라고 생각합니다.
dev_145,"Mike는 지난달에 아내와 함께 베이징에 가서 3일 동안 머물렀고, 다른 중국 도시들도 방문했습니다. #Person2#는 #Person1#에게 도시들이 아름다워서 깊은 인상을 받았다고 말합니다. #Person1#은 #Person2#에게 중국 여행에 대해 설명합니다."
dev_146,Sarah는 Jerry Ryan에게 스포츠 세계에서는 어떤 일들이 일어나고 있는지 알아보기 위해 #Person2#에게 소비자 보고서를 요청합니다. Jerray Rayan은 스포츠 세계에서의 흥미진진한 하루를 이야기합니다.
dev_147,"Sunny Tour Holidays에서 근무하고 있는 #Person2#는 #Person1#에게 휴가에 대한 설문조사를 진행합니다. #Person1#은 휴가 때 여행 준비에 대해 질문하고, #Person2#가 호텔은 어땠나요?"
dev_148,Bill은 뉘른베르크 산을 오르다가 눈이 많이 내려서 길을 잃게 되었고 결국 새로운 다리를 만들기로 결정했다.
dev_149,"#Person2#는 #Person1#에게 중국 음식에 대해 설명합니다. #Person1#은 후난 요리, 쓰촨 요리, 절강 요리를 추천하며, #Person2#가 달콤한 맛을 좋아한다고 설명합니다. #Person2#은 무료 주스를 제공하고, 무료 주스도 주문할 예정입니다."
dev_150,"#Person1#은 #Person2#에게 부서를 옮기고 싶다고 말합니다. #Person2#는 전근 신청이 어렵다고 합니다. #Person1#은 직원을 무서워하고, 선생님도 무서워하기 때문에 전근 신청을 할 수 없다고 합니다. #Person2#가 전근을 신청하면 직원들도 마음에 들지 않습니다."
dev_151,"Michelle은 John Sandals 씨에게 뉴욕의 호텔 방을 예약하고 싶다고 말합니다. Jobhn은 흡연 방과 금연 방 중 어느 것을 원하며, Jobhaun은 금연 방 대신 퀸 사이즈 침대를 추천합니다."
dev_152,#Person2#는 #Person1#에게 배당 참여 예금과 복리로 이자를 계산하는 배당 참여 예금의 차이점에 대해 설명합니다. #Person1#은 은행에 계좌가 있다면 보험료를 그 계좌로 납부할 수 있다고 말합니다. #Person2#도 이를 구매할 수 있습니다.
dev_153,"#Person1#은 #Person2#에게 아파트를 임대하고 싶다고 제안합니다. #Person2#는 임대료가 너무 비싸다고 생각하며, #Person1#은 850달러를 제시합니다. #Person1#은 그 금액에 대해 동의하지 않습니다. #Person2#의 최종 제안은 선택의 여지가 있다고 판단됩니다."
dev_154,#Person2#는 사스 전염병이 아직 제대로 통제되지 않아 위험을 감수하지 않는 것이 더 나을 수 있다고 생각합니다. #Person1#은 #Person2#에게 운동 계획을 세우자고 제안합니다. #Person2#와 #Person1#은 운동 계획에 함께 할 사람 더 모아야 한다고 생각합니다.
dev_155,"#Person1#은 #Person2#에게 버스를 타자고 제안하지만, #Person2#는 버스 정류장에서 서 있는 것이 최악이라며 동의하지 않습니다. #Person1#은 차 한 대를 사야겠다고 생각하지만 #Person2#가 동의하지 않아 결국 차 하나 사기로 결정합니다."
dev_156,#Person2#는 #Person1#에게 광저우에서 여자친구와 핸드폰 가격 문제로 흥정하는 것을 목격했다고 말합니다. #Person1#은 #Person2#가 중국어를 과장한 것이라고 생각합니다. #Person2# 또한 중국 사람들이 그런 걸 별로 신경 쓰지 않는다고 생각합니다.
dev_157,"#Person2#는 #Person1#에게 옷장에는 하나의 옷이 빠져있다고 말합니다. #Person1#은 #Person2#에게 오늘 좋아하는 옷 가게에 가려고 생각 중이라고 말하며, #Person2#가 큰 사이즈인지 물어보겠다고 합니다. #Person2#은 영수증을 보여달라고 합니다."
dev_158,Phyllis Seymour 씨는 Allan Parker에게 상사에게 당신 상사를 붙잡으라고 말합니다. 그는 열심히 일하며 상사의 상사가 당신을 붙잡을 수 있도록 돕고 있습니다.
dev_159,#Person1#은 #Person2#에게 나노미터에 대해 설명합니다. #Person2#는 10나노미터가 사람의 머리카락 두께보다 1000배나 더 크다고 설명합니다. #Person1#은 #Person1#에게 작은 나노미터의 크기와 1인치에 400마일에 해당하는 나노미터가 들어갈 수 있다고 설명합니다.
dev_160,#Person1#과 #Person2#는 벤이 록앤롤 밴드를 만든다고 들었습니다. 그들은 컴퓨터 프로그램을 통해 음악 믹싱을 해볼 수 있을 것이라고 생각합니다. #Person1#은 인터넷에서 정보를 찾아보겠다고 말합니다. #Person2#가 컴퓨터 프로그램으로도 가능하다고 봅니다.
dev_161,#Person2#는 수업에 필요한 교재를 구입하기 위해 체육관을 지나서 서점에 가서 교재를 구매합니다. #Person1#은 #Person2#에게 1시에 만나서 책 사는 것을 도와줍니다. #Person2#가 오늘 책을 살 계획이라고 말합니다.
dev_162,"#Person1#은 이번 주말에 스카이다이빙을 해보고 싶어하며, 몸조심하고, 경고 안 했다고는 하지 마세요."
dev_163,#Person2#는 #Person1#에게 에밀리의 매니저가 불공평하다고 말합니다. #Person1#은 #Person2#가 매니저에게 더 심하게 대하는 것을 이해할 수 없다고 생각합니다. #Person2# 또한 #Person1#과 같은 부정직한 사람들한테 방해받지 않도록 노력해야 한다고 생각합니다.
dev_164,#Person2#는 #Person1#에게 피검사를 받으러 왔다고 말합니다. #Person1#은 백혈구 수치가 이상하면 의사 선생님이 감염을 의심할 수 있다고 설명합니다. #Person2#의 피는 정맥을 찾기 쉽게 팔에 압박띠를 감을 예정입니다.
dev_165,#Person2#는 #Person1#에게 가슴 포켓 하나만 있는 디자인에 대해 설명합니다. #Person1#은 #Person2#에게 디자인이 같은 색상이라고 설명합니다. #Person2#은 가슴포켓이 튀어 부담스럽다고 말합니다. #Person1#이 #Person2#를 도와줍니다.
dev_166,#Person2#는 스웨터를 보여주며 모든 스타일의 풀오버를 가져다줍니다. #Person1#은 #Person2#에게 스웨터에 대해 설명합니다. #Person2#가 스웨터로 어떤 것을 살지 아직 잘 모릅니다. 하지만 #Person1#은 스웨터를 도와줍니다.
dev_167,"#Person2#는 #Person1#에게 한 달에 3,000위안, 3개월 수습 기간 후에 성과에 따라 인상되는 월급에 대해 설명합니다. #Person1#은 #Person2#에게 복리후생과 해외에서의 근무 기회, 해외에서의 점검 업무에 대한 의향서를 작성할 수 있도록 도와줍니다."
dev_168,"#Person1#은 가족에게 의미 있는 선물을 주고 싶어하며, #Person2#는 가족을 위해 시간을 써서 준비한 것을 보여줄 것을 제안합니다. #Person1#은 #Person2#에게 의미있는 선물을 줄 수 있다고 제안합니다. #Person2#가 가족에게 특별한 선물을 줄 수도 있다고 생각합니다."
dev_169,"#Person2#는 #Person1#에게 대통령이 기름값을 내려줄 때까지 기다리겠다고 말합니다. #Person1#은 그럭저럭 잘 지내고 있지만, #Person2#가 버스 기사가 아니라고 생각합니다. #Person2#은 대통령의 기름값 인하를 기다리려 합니다."
dev_170,"Liz는 목요일 아침에 Dayton Street 사무실에서 발표 준비를 도와줄 예정이며, Tom이 수요일에 화이트보드를 세팅해 줄 것이라고 설명합니다. Liz와 #Person2#는 화요일 아침에 발표 준비에 대해 이야기할 예정입니다."
dev_171,"#Person2#는 #Person1#에게 소액 소비자 대출을 받기 위해 서류를 요청합니다. #Person1#은 최대 20,000 RMB로 대출이 가능하다고 안내합니다. #Person2#의 신용 등급은 괜찮습니다. #Person1#은 서류가 필요합니다. #Person2#가 서류를 갖추면 서명할 곳만 알려줍니다."
dev_172,"#Person1#은 영어로 의사소통이 어렵다고 생각하지만, #Person2#는 승객들이 비행 중에 편안하고 즐거운 시간을 보낼 수 있도록 하기 위해 승무원을 선택했다고 설명합니다. #Person1#은 #Person2#에게 자신의 강점과 약점에 대해 설명합니다."
dev_173,"Vicky는 비서로 일한 지 2년이 되었으며, IBM에서 일하는 것이 도전적이라고 생각합니다. #Person2#는 팀워크를 중요시하는 팀워크의 중요성을 강조합니다. #Person1#은 #Person2#가 팀워크에 대한 강점을 잘 알고 있다고 설명합니다."
dev_174,"#Person2#는 #Person1#에게 내성적이고 외향적인 성격의 소유자인 친구와 함께 일하고 싶다고 말합니다. #Person1#은 #Person2#가 정직하고 일에 헌신적이며, 진실성 있는 사람들이랑 일하고 싶어 한다고 생각합니다. #Person2#은 어떤 사람들과 함께 일하고 싶어 합니다."
dev_175,"#Person2#는 #Person1#에게 매니저가 직원이 만족스럽지 않은 업무를 했을 때 어떻게 대응해야 할지 묻고, #Person1#은 긍정적인 해결책을 찾아야 한다고 조언한다. #Person1#은 엘리베이터에서 어떤 매니저가 직원에게 호되게 질책하는 걸 들었다고 말한다."
dev_176,#Person2#는 #Person1#에게 방을 구할 수 있는 정보를 얻기 위해 신문을 읽어보라고 제안합니다. #Person1#은 집주인에게 전화하여 방을 확인해 보라고 조언합니다. #Person2#가 방을 구하는 데 도움이 될 것이라고 생각합니다. 또한 방을 구하기 위해 집주인과 연락하라고 조언합니다.
dev_177,Dark and Stormy Night의 금요일 영화 표 두 장이 매진되었습니다. #Person1#은 토요일과 일요일에 함께 앉고 싶다고 제안합니다. #Person2#는 25달러짜리 티켓을 원합니다. #Person1#은 그 표 금액이 총 25달러라고 설명합니다.
dev_178,"#Person2#는 #Person1#에게 자전거 판매 외에도 수리도 가능하다고 말합니다. #Person1#은 중고 자전거를 사고팔고 있고, 공정한 가격으로 교환할 수 있다고 생각합니다. #Person2#가 중고 자전거의 가격을 최대 50%까지 받을 수 있다고 합니다."
dev_179,"#Person2#는 #Person1#에게 어떤 호텔 방을 예약할지 조언을 구합니다. #Person1#은 전망에 따라 방 가격이 다르다고 말하며, 에펠탑, 파르테논, 만리장성까지 보여야 한다고 설명합니다. 이에 대해 #Person1#은 다른 옵션이 있다고 설명합니다."
dev_180,홀리데이 트래블은 이번 달 23일에 베를린으로 가는 비행기 표를 예약하고 싶습니다. #Person2#는 가장 저렴한 좌석인 BA 7101편과 케네디 공항에서 오후 5시 45분에 출발하는 BA 2701편의 항공권을 예약합니다.
dev_181,#Person2#는 #Person1#에게 미술관 컬렉션에 있는 작품 복사본을 보여주며 미술사학과에서 또 다른 박물관 투어를 계획 중이라고 말합니다. #Person1#은 다음에는 파인드 아웃 미술관에서 유럽 화가들 특별 전시회를 열 예정입니다.
dev_182,"#Person2#는 #Person1#에게 부모님이 평일에는 저녁에 집에 들어와서 9시 30분까지 집에 들어와야 하고, 주말에는 11시까지 나가 있어도 된다고 설명합니다. #Person1#은 부모님이 2파운드를 주고, 남자친구가 17살 될 때까지 기다리겠다고 말합니다."
dev_183,#Person2#는 #Person1#에게 출근 전 학생들이 듣는 통근 강좌에 관한 기사를 쓰고 있다고 말합니다. #Person1#은 그 기사가 뉴스 서비스에 실릴 가능성이 있다고 생각합니다. #Person2#도 뉴스 서비스에서 기사를 쓸 수 있을 것이라고 생각합니다. #Person1#는 정기적으로 다른 기사를 쓰길 원합니다.
dev_184,Rick이 법률 사무소의 상사와 브라질로 한 달 동안 일하러 간다는 소식을 듣고 #Person2#는 #Person1#에게 함께 가자고 제안한다. #Person1#은 그녀가 일주일 후쯤 떠날 것이라고 예상한다. #Person2#가 떠나기 전에 #Person1#은 일주일 후에 떠날 예정이다.
dev_185,"#Person2#는 아버지날 선물로 검정색 지갑과 검정색 가죽 지갑, 25달러 99센트를 제안합니다. #Person1#은 #Person2#에게 아버지의 새 지갑을 선물할 수 있는지 물었고, #Person2#가 망설임 끝에 5달러에 구매하기로 결정합니다."
dev_186,"#Person1#은과 #Person2#가 함께 황허로에서 택시를 타자고 제안합니다. #Person2#는 중국어를 더 잘 알아듣고, 운전사들이 보통 내 발음을 잘 못 알아듣기 때문에 걱정하지 않겠다고 말합니다."
dev_187,"#Person1#과 Clyde는 #Person1#에게 빵으로 음식을 떠먹고, 양고기와 감자로 만든 요리를 먹습니다. #Person1#은 이 요리를 보고 국제법과 비즈니스를 공부하고 있다고 설명합니다."
dev_188,"#Person1#은 #Person2#에게 맞춤 제작 스커트를 주문합니다. #Person2#는 약 일주일 동안 맞춤 제작 비용을 재고 싶다고 말합니다. #Person1#은 스커트 하나에 20위안을 지불하고, #Person2#가 주문한 스커트의 사이즈를 재도록 요청합니다."
dev_189,"Isabelle은 #Person1#에게 지하도에서 재즈를 전파할 수 있는 사람을 찾고 싶다고 말합니다. #Person1#은 그들이 진짜로 재즈 전파를 할 수 있다고 생각합니다. #Person2#는 #Person1#이 진짜 재즈에 관심이 없다고 생각하지만, #Person1#은 그들을 찾아낼 것입니다."
dev_190,"#Person1#은 동아시아어학과에서 공부하고 있으며, #Person2#는 일본어 전공을 선택합니다. #Person1#은 #Person2#에게 문학 수업이 도움이 된다고 말합니다. #Person2#의 문학 수업은 #Person1#에게 많은 도움이 됩니다. #Person1#은 그 수업 덕분에 문학의 세계에 푹 빠졌다고 생각합니다."
dev_191,#Person2#는 #Person1#에게 피검사를 받으러 실험실에 왔다고 말합니다. #Person1#은 백혈구 수치가 정상 범위를 벗어나면 감염을 의심하고 있습니다. #Person1#은 그 관에 들어가는 것이 제 피라고 설명합니다.
dev_192,#Person2#는 #Person1#에게 켄터키에서 가장 신나는 날인 5월 첫 번째 토요일에 열리는 모자 퍼레이드에 대해 설명합니다. #Person1#은 모자 퍼레이드가 미국 남부의 패션 전통일 뿐만 아니라 행운을 불러온다고 설명합니다.
dev_193,Miss Ames는 #Person1#에게 문에 기름 발라달라고 요청합니다. #Person1#은 그 후로 몇 시간이나 들락날락하셔서 머리가 터질 것 같다고 말합니다. 이에 대해 John은 다음 주말에 문 어떻게 해보도록 하겠다고 제안합니다.
dev_194,"Mark는 몬트리올에서 태어나 앨버타의 캘거리에서 자랐고, 첫 해외여행은 14살 때 리버풀에 갔다."
dev_195,"David는 오늘 아침 스케이트보드를 타다가 넘어졌고, 연못에 빠졌으며, 택시 탈 돈도 없어서 걸어서 집에 갔다."
dev_196,Tommy는 Jack이 휴대폰을 훔쳐 갔다고 생각합니다. #Person1#은 그 사람이 누군지 알 수 없습니다. #Person2#는 즉시 경찰에 신고할 예정입니다. #Person1#은 보험이 적용되지 않는지 확인해 보겠다고 말합니다. #Person2#은 보험이 적용되는지 확인해보겠다고 합니다.
dev_197,"#Person1# #Person2#는 해변가에 있는 새 집에는 어울리지 않는 테이블에 대해 고민하고 있다. #Person1#은 이 테이블이 튼튼하고 밝다고 생각하며, 크기도 충분히 커야 한다고 제안한다. #Person2# 또한 크기가 충분히 크다고 생각한다."
dev_198,조지 데이먼은 메이블 호텔의 영업 회의에 200명 정도 수용할 수 있는 방을 예약하려고 합니다. #Person2#는 19번 방과 26번 방을 추천합니다. #Person1#은 그 방 번호가 마음에 들지 않습니다. #Person2#가 18번 방으로 예약해 달라고 요청합니다.
dev_199,"#Person1#은 #Person2#에게 자전거에 대해 이야기하고, #Person2#는 현대 자전거를 소개한다. #Person2#가 최신 소재를 사용해서 100년도 넘은 디자인을 잘 활용한 좋은 예라고 설명한다."
dev_200,샘은 레이첼의 애완동물 가게에 가보라고 추천합니다. 레이첼은 이국적인 애완동물을 키우는 것이 건강에 위험할 수 있다고 말합니다. #Person2#는 #Person1#에게 그 이유를 설명합니다.
dev_201,"#Person2#는 #Person1#에게 중국 수출입 공사 화 메이와 사업 관계를 맺었지만, 중국 경제 관련 법률이 아직 완비되지 않았다고 설명합니다. #Person1#은 #Person2#가 중국 파트너들과는 전혀 문제없다고 생각합니다. #Person2# 또한 중국 정부가 법률 완비를 돕고 있다고 말합니다."
dev_202,#Person1#은 Kate의 채널을 12번으로 바꾸자고 제안합니다. #Person2#는 이 프로그램을 좋아하지만 광고가 너무 많고 재미없다고 생각합니다. 그래서 #Person1#은 채널 12번을 추천합니다. Kate는 토크쇼를 좋아합니다. 그들은 프로그램 12번이 더 재미있다고 말합니다.
dev_203,"#Person1#은 #Person2#에게 계산서에 문제가 있다고 알립니다. #Person2#는 같은 항목이 두 번 청구된 것 같다고 말합니다. #Person1#은 6. 5달러가 한 번 나오고, 여기에 또 나오기 때문에 확인해 보겠다고 합니다. #Person2#가 계산서를 다시 요청합니다."
dev_204,"크리스토퍼와 #Person2#는 토요일 내내 일하기 위해 휴식에 대해 이야기합니다. #Person1#은 일요일에 해변에 갈 계획이며, #Person2#가 선베드를 가져오면 좋겠다고 제안합니다. 두 사람은 일요일에 서핑을 즐길 예정입니다."
dev_205,"Doris는 이번 주말에 Helen Mall에서 큰 세일이 있어 #Person2#에게 함께 가자고 제안하지만, #Person2#는 그냥 구경만 할 뿐 구경하는 것은 재미없다고 말합니다. 결국 Diis는 혼자 남기로 결정합니다."
