fname,summary
test_105,"Mary는 Frank에게 영화에 대해 묻고, Movie Salon에서 영화를 빌려 보자고 제안합니다. 그들은 영화 대여점에 가서 회원 가입을 해야 한다고 말합니다. MavieSalon은 거의 모든 신작을 찾을 수 있는 영화 대여점입니다."
test_106,"#Person2#는 #Person1#에게 녹색당에 가입할 수 있는지 묻고, #Person1#은 미디어가 정치 사건을 자주 보도한다고 설명한다."
test_107,"Wilson 씨는 상품 문제로 인해 #Person1#에게 사과하고, 두 번째 문제는 조사가 끝난 후 해결할 예정입니다. #Person2#는 더 이상 문제가 발생하지 않기를 바랍니다. #Person1#은 앞으로 이러한 일이 재발하지 않도록 노력하겠다고 약속합니다. 또한 수출품 포장을 개선할 계획을 세웠습니다."
test_108,"#Person2#는 #Person1#에게 은행에서 총을 들고 들어오는 사람을 봤다고 말합니다. #Person1#은 #Person2#가 가면을 쓰고 있었다고 설명하며, 경찰서에 와주실 수 있는지 묻습니다. #Person2#은 경찰서를 방문할 예정입니다. #Person1#은 경찰서에 도착하기 위해 #Person2#에게 질문합니다."
test_109,"#Person2#는 #Person1#에게 아빠가 엄마와 함께 저녁을 먹으러 가신다고 말합니다. #Person1#은 그 이유가 과거 전통을 되살리기 위해서라고 설명합니다. #Person2# 또한 정기적인 일이라고 생각합니다. 그들은 피자를 주문하고, 피자 주문도 할 예정입니다."
test_110,"#Person2#는 #Person1#에게 새해 결심으로 정크푸드와 튀긴 음식을 모두 끊고 다이어트를 하기로 결정했다고 말합니다. #Person1#은 #Person2#에게 식습관을 완전히 바꾸겠다고 말합니다. #Person2# 또한 동의하며, 1년 뒤면 나는 완전히 달라질 것이라고 확신합니다."
test_111,#Person2#는 #Person1#에게 터치톤 등록 시스템을 통해 Comp Lit 287 수업에 등록하고 싶다고 제안합니다. #Person1#은 컴퓨터가 승인하지 않으며 비교문학 전공 학생인 줄 몰랐습니다.
test_112,#Person2#는 우산을 깜빡하고 급히 나오다가 우산을 잃어버렸습니다. #Person1#은 #Person2#에게 우산을 빌려줍니다. #Person2#가 가든 호텔로 가는 길을 안내합니다. 그들은 함께 가자고 제안합니다. #Person1#은 우산을 함께 쓰기로 합니다. 두 사람은 함께 호텔로 향합니다.
test_113,Jack과 Daisy는 고속도로에서 고물차를 치웠다.
test_114,"#Person1#은 #Person2#에게 큰불이 언제 일어났는지 정확한 시간을 설명합니다. #Person2#는 큰불이 밤에 일어났다고 말합니다. #Person1#은 정확한 시간이 필요하며, #Person2#가 도움을 요청하는 소리를 듣기 전에 도움을 요청할 수 있도록 도움을 요청합니다."
test_115,#Person1#은 #Person2#에게 현금 900위안을 계산할 수 있도록 도와달라고 요청합니다. #Person2#는 영수증으로 계산대까지 안내합니다. #Person1#은 영수증을 포장해 주기로 했습니다. #Person2#가 신용카드로 계산하는 것을 도와줍니다.
test_116,"#Person2#는 #Person1#에게 일반 세차 패키지를 추천합니다. #Person1#은 진공청소기로 모든 먼지를 제거하고 쓰레기를 다 버려줍니다. #Person1#은 #Person2#를 도와주고, #Person2#가 일반 세차를 선택하도록 도와줍니다. #Person2#은 #Person1#의 제안에 동의합니다."
test_117,"#Person2#는 해리에게 해외로 여행을 가자고 제안하지만, 해리는 아직 결정을 내리지 못하고 있다. 해리는 아내가 강아지를 돌봐줄지, 집을 누가 관리할지, 정원은 누가 돌볼지 걱정하는 문제들을 해결해야 여행을 갈 수 있다고 설명한다."
test_118,#Person1#은 Johnson에게 웨이트 사용법을 설명합니다. Jobhunson은 스트레칭을 잘 하고 기계의 무게를 측정할 수 있는 카드를 준비했습니다. #Person1#은 이 카드를 통해 자신의 한계를 알 수 있다고 생각합니다. #Person1#은 다음 회원으로 가입할 예정입니다.
test_119,#Person2#는 #Person1#에게 회사 문을 닫아 실직 중이라고 말합니다. #Person1#은 #Person2#에게 전기 기술자 프로그램에 대해 물어봅니다. #Person2#가 전기 기술자를 지원하기 위해 지원할 수 있는지 알아보자고 제안합니다. 이에 대해 #Person1#은 면접을 보겠다고 답합니다.
test_120,#Person2#는 #Person1#에게 수의사 예약이 있는 토요일에 수의사 예약을 기억하라고 말합니다. #Person1#은 오전 11시에 가야 한다고 설명합니다. #Person2#도 이에 동의합니다. 두 사람은 다음 토요일 수의사예약을 잊지 않습니다. 두 사람은 서로의 시간을 기억하기로 합니다.
test_121,#Person1#은 #Person2#에게 200달러를 빌려달라고 부탁합니다. #Person2#는 월요일에 돈을 빌릴 수 있을 것 같다고 말합니다. #Person1#은 오늘 저녁에 저녁을 먹기로 합니다. #Person2#가 저녁 식사 비용을 지불할 예정이기 때문입니다.
test_122,"#Person2#는 #Person1#에게 두 달 동안 자선 단체에서 일하며 많은 것을 배웠다고 말합니다. #Person1#은 #Person2#의 사고방식에 영향을 준 것 같다고 생각합니다. #Person2#은 사람과 사물을 전체적인 시각에서 보며, 신경질적으로 대하지 않습니다."
test_123,#Person1#은 #Person2#에게 전화나 이메일로 연락할 것을 제안합니다. #Person2#는 결과는 일주일 정도 걸릴 것이라고 말합니다. #Person1#은 그 후 #Person2#와 연락하여 결과를 기다립니다. 결과는 일주일 후쯤 알 수 있을 것으로 예상됩니다. #Person2#가 #Person1#에게 연락을 취할 예정입니다.
test_124,"#Person2#는 #Person1#에게 모우탄과 함께 중국 요리를 추천합니다. #Person1#은 모우탄을 추천하며, #Person2#가 베이징 오리 구이를 주문할 예정입니다."
test_125,Angela는 Dan에게 Megan을 데리러 가자고 제안합니다. Dan은 Dan의 친구가 다음 주에 결혼한다고 말하려고 했습니다. Dan이 Mefan과 함께 차를 타고 간다고 합니다.
test_126,"#Person2#는 디저트 시간에 배고파하고, #Person1#은 이탈리아 티라미수를 먹자고 제안합니다. #Person1#은 그 디저트를 먹어보고 싶다고 말합니다. #Person2#가 이탈리아에서 생산한 꿀을 얹어주고, #Person1#은 그것을 맛보기로 합니다."
test_127,"Smith 씨는 예일 대학교를 졸업하고 경제학을 전공했으며, 다른 직장 경력은 어떻게 됩니까?"
test_128,#Person1#은 조카에게 줄 선물로 디지털 바비 인형을 구매하고 현금으로 결제하기로 제안합니다. #Person2#는 카드로 결제할 계획입니다. 카드 사용은 현금으로 할 예정입니다. #Person1#은 현금으로 쇼핑을 하도록 도와줍니다. 카드의 가격은 $32. 42입니다.
test_129,#Person1#은 #Person2#에게 조던 운동화를 41 사이즈로 구매할 것을 제안합니다. #Person2#는 세일 중이라 더 싸게 구매할 수 있다고 설명합니다. #Person1#은 이를 도와줍니다. #Person2#가 41 사이즈의 운동화를 사자 #Person1#은 가격이 더 저렴하다고 생각합니다.
test_130,#Person1#은 과학박물관에 가고 싶지만 티켓 기계를 찾지 못해 #Person2#에게 도움을 요청합니다. #Person2#는 4번 플랫폼에서 기차를 타자고 제안합니다. #Person1#은 기차가 세 정거장 지나서 State Street 역에서 내린다고 설명합니다.
test_131,"#Person2#는 #Person1#에게 '단계적 은퇴'라고 불리는 제도에 참여하여 6개월 동안 일을 쉬고, 그 후에 이전의 회사에서 프로젝트 업무에 지원할 수 있게 되었다고 설명합니다. 사이먼 씨는 회사를 유연하게 관리할 수 있다고 생각합니다. 그는 회사의 명단에 오르지 않습니다."
test_132,"Rocky는 #Person1#에게 여자 지식인 타입이라고 말하지만, #Person1#은 그녀가 외향적이고 다정하며 사람을 차별하지 않는 여자라고 생각한다고 말한다."
test_133,#Person1#과 #Person2#는 어젯밤에 폭풍이 불어 창문 몇 개가 부서지고 집안에 큰 나무가 부러지는 등 피해를 입었습니다. #Person1#은 이 날씨가 끔찍하다고 생각합니다. 하지만 여전히 불평할 필요 없다고 생각합니다.
test_134,"#Person2#는 #Person1#에게 집에 있을 때 책만 읽고, TV는 지루하다고 말합니다. #Person1#은 TV를 많이 보는 것이 더 좋다고 생각하지만 #Person2#가 같이 할 수 있는 것을 제안합니다. #Person2#와 #Person1#은 음악과 음악에 대해 이야기합니다."
test_135,Ben은 새 학교 생활에 적응하기 위해 내일 수업 준비에 한창이다. #Person1#은 Ben에게 수업이 시작되기 전에 숙제를 내고 아침 자습 시간 20분 전에 학교에 가야 한다고 조언한다. #Person2#는 Ben이 쉬는 시간에 먹을 것을 살 수 있다고 생각한다.
test_136,"Adam은 무릎이 불편하지만 토요일까지는 괜찮을 것으로 보인다. #Person1#은 미시간의 최근 세 경기 영상을 보고 싶어한다. #Person2#는 미시간이 강한 팀이라고 생각하며, 3일 안에 회복되길 바라고 있다."
test_137,#Person1#은 #Person2#에게 프린터 고장으로 프린트 좀 도와달라고 부탁합니다. #Person2#는 프린트가 나보다 훨씬 낫다고 말합니다. #Person1#은 프린터가 고장 나서 프린트 일을 도와줍니다. #Person2#가 프린트를 해주는 것이 나보다 더 낫다고 생각합니다.
test_138,"#Person1#은 커튼을 달고 싶어하며, #Person2#는 커튼에 사다리를 잡고 있으면 내가 올릴 예정이다. #Person1#은 #Person2#를 도와주고, #Person2#가 커튼 커튼이 커튼으로 변할 수 있도록 도와준다."
test_139,"Jack과 #Person2#는 주말에 캠핑을 가려고 계획 중인데, #Person1#이 달력을 확인하기 위해 달력 확인을 요청합니다. #Person1#은 다다음 주말이 괜찮아 보이지만 예약이 꽉 찼다고 말합니다. #Person2#와 #Person1#은 달력에 대해 이야기합니다."
test_140,#Person1#과 #Person2#는 산속에서 밤낮으로 일하며 큰 산불을 진화하러 갔다가 임신한 것으로 보인다. #Person1#은 #Person3#에게 출산 예정일이 2009년 10월 27일이라고 설명한다. #Person3#은 아기가 임신한 것이 확실하다고 말한다.
test_141,"#Person2#는 딸이 대학 결정을 못 하고 있다고 걱정합니다. #Person1#은 #Person2#에게 조언을 구하고, #Person2#가 결정을 방해하지 않도록 격려해 달라고 요청합니다. #Person2#은 자신의 결정을 방해해서는 안 된다고 조언합니다. 또한 딸의 결정을 도와주어야 한다고 강조합니다."
test_142,"#Person2#는 #Person1#에게 한 번의 실수로 일자리를 잃을 수 있다고 걱정하지만, #Person1#은 일자리 잃으면 다른 일자리를 찾을 때까지 살 수 있다고 말한다. #Person2# 또한 일자리를 잃으면 돈을 절약할 수 있다고 생각한다."
test_143,#Person2#는 #Person1#에게 에딘버러 대학의 박사과정 학생을 초청하여 강의를 듣게 하고 싶다고 말합니다. #Person1#은 #Person2#에게 비디오 요약 생성과 담화 모델링에 대해 이야기할 예정입니다. #Person2#은 멀티모달 텍스트 생성에 관한 강연을 듣고 싶다고 합니다.
test_144,"#Person2#는 John네 집에 가고 싶어 하지만, JOhn은 감기 걸린 것 같다고 해서 그냥 집에서 쉬기로 결정합니다. #Person1#은 수프 끓여주기로 약속합니다. #Person2#은 배가 별로 안 고파서 #Person1#에게 수프를 끓일 것을 제안합니다."
test_145,"Mr. Faber는 요크 호텔의 3박 숙박을 예약하기 위해 #Person2#에게 전화를 걸었습니다. #Person2#는 더블 룸으로 예약해 달라고 요청했고, #Person1#은 이를 받아들였습니다. M. Faber가 성함을 설명해 주었습니다."
test_146,#Person1#은 웨스트 더비를 추천하고 John Godfrey의 전화번호를 알려주기로 합니다. JobhoneNumber#은 일요일 10일까지 플랫을 만날 수 있을 것으로 기대합니다.
test_147,#Person1#과 #Person2#는 경찰이 경찰에게 정지당했을 때 과속하지 않았다면 기차 대신 운전할 수 있었을 것이라고 생각합니다. #Person1#은 #Person2#가 기차를 대신 운전하자고 하지 않았으면 좋았을 거라고 생각합니다. #Person2#와 #Person1#은 표를 예약하는 것을 기억해야 합니다.
test_148,"Dan과 Steve는 9월 10일에 100대 컴퓨터 주문 건에 대해 확인하려고 전화 드렸으나, 공장에 인력이 부족해 지연되었다고 합니다. Darlene은 #Person1#에게 전화번호를 알려줍니다."
test_149,"#Person2#는 #Person1#에게 워싱턴 포스트는 1877년 12월에 Stilson Hutchins가 창간되었다고 설명하고, 로스앤젤레스 타임스는 1881년 12월 처음 발행되었다고 전한다."
test_150,#Person1#은 컴퓨터에 바이러스가 들어와 이메일을 보낼 수 없습니다. #Person2#는 이메일 용량을 초과한 파일을 압축해서 보내야 한다고 말합니다. #Person1#은 파일 압축으로 파일을 보내면 된다고 설명합니다. #Person2#가 이메일의 용량 초과에 대해 걱정하고 있습니다.
test_151,#Person2#는 #Person1#을 초대해 주셔서 감사하다고 말합니다. #Person1#은 #Person2#를 창사에 오시면 다시 놀러 오겠다고 말합니다. #Person2#은 #Person1#과 함께 주말을 보냈습니다. #Person1#은 #Person1#에게 #Person1#이 즐거운 시간을 보냈다고 설명합니다.
test_152,"#Person2#는 #Person1#에게 버거, 중국 음식, 멕시칸 음식을 먹고 싶다고 말합니다. #Person1#은 #Person2#가 Panda Express에서 사 먹어야 한다고 생각합니다. #Person2#와 #Person1#은 중국 음식에 대해 잘 모릅니다."
test_153,"#Person1#은 Hans 가구 매장의 메리에게 영업직을 제안했지만, 메리는 다른 후보자가 더 많은 경험이 있기 때문에 거절했다고 합니다. 메리는 추가 근무도 마다하지 않고 일에 대해 배우고 싶다고 말합니다."
test_154,"#Person2#가 #Person1#에게 여보세요를 알려주고, #Person1#은 여보라고 여긴다. #Person2#는 여보의 번호도 알고 체포될지도 알 수 있다고 말한다."
test_155,"#Person2#는 음악 교사가 되고 싶다고 말합니다. #Person1#은 음악과 예술에서 학사와 석사 학위를 가지고 있으며, 클래식 음악을 듣는 것이 뇌에 좋은 영향을 준다고 설명합니다. #Person2#가 #Person1#에게 클래식 음악을 들어보라고 제안합니다."
test_156,#Person2#는 #Person1#에게 오늘 아침에 같은 건물에 사는 미국 남자 두 명과 헤어질 것을 걱정하고 있다고 말합니다. #Person1#은 #Person2#에게 저녁 식사에 초대할지 물어보라고 제안합니다. #Person2#와 #Person1#은 즐거운 시간을 보내고 있습니다. 그들은 저녁 시간 지도를 받을 예정입니다.
test_157,Silicon Valley에서 회의에 참석한 Mirella가 청바지에 스웨트셔츠를 입고 출근한 것에 대해 #Person1#은 #Person2#가 서부 해안 스타일에 영향을 받은 것 같다고 생각합니다.
test_158,"#Person2#는 #Person1#에게 법률 사무소를 차리려고 합니다. #Person1#은 #Person2#가 도와주길 바라고 있으며, #Person2#은 #Person1#의 도움에 감사합니다. #Person1#은 새로운 사업에 성공을 기원합니다. #Person2# 또한 행운을 빌고, #Person1#은 행운을 기원합니다."
test_159,Kate와 Peter는 어젯밤에 온라인에 있었습니다. 그들은 밤새 네트워크 게임을 했습니다. 그들은 #Person1#을 위해 휴식을 취하고 있습니다. 그들은 오늘 저녁에 다시 만나기로 합니다. 그들은 서로 이야기를 나누며 휴식을 취하기로 합니다. 그들은 내일 오후에 다시 만날 예정입니다.
test_160,#Person2#는 #Person1#에게 배와 보트가 예전처럼 교통수단으로 중요하지 않다고 말합니다. #Person1#은 배의 속도가 느려짐에 따라 사람들이 배 여행을 꺼리는 것 같다고 합니다. #Person1#은 대양을 건너는 대부분의 화물 운송은 여전히 배로 하고 있다고 설명합니다.
test_161,"Andy는 #Person1#에게 어젯밤에 잠을 많이 못 잤다고 말합니다. #Person1#은 유령들이 무덤에서 튀어나오는 것을 목격했고, #Person1#은 엄마에게 초콜릿 쿠키와 우유 한 잔을 주었습니다. 그들은 다시 미시간 대학교에 들어갈 것을 걱정합니다."
test_162,"Ernie는 힙합을 좋아하므로 Vanilla Ice 노래를 추천합니다. #Person1#은 그의 가장 유명한 노래인 'Ice Ice Baby'를 잘 모르며, iTunes에서 그의 노래를 사서 들으면 된다고 설명합니다."
test_163,"#Person2#는 #Person1#에게 뉴올리언스로 여행 온 소감을 물었고, #Person1#은 강변 저녁 유람선 투어를 추천합니다. #Person2#가 Sanger Theater에서 멋진 쇼가 있다고 말합니다. #Person1#은 예약에 동의합니다. 두 번째 여행은 어때요?"
test_164,#Person2#는 #Person1#에게 당신 사이즈의 신용카드로 결제할 것을 제안합니다. #Person1#은 #Person2#가 좋은 구매가 되길 바라고 있습니다. #Person2#의 신용카드 결제가 문제없다고 생각합니다. #Person2#와 #Person1#은 신용카드를 사용하기로 결정합니다.
test_165,Blake씨는 #Person2#에게 교육 매뉴얼을 내일 오후에 그의 사무실에 놓고 가겠다고 전해주었습니다. #Person2#는 인쇄소에서 복사 중이라 내일 1시 전에나 돌아올 것이라고 말합니다. #Person1#은 #Person2#를 도와줄 수 있을지 검토할 예정입니다.
test_166,"#Person2#는 이번 금요일에 롱아일랜드를 출발해서 차로 며칠 동안 솔트레이크시티까지 가는 여행을 계획 중입니다. #Person1#은 이 여행에서 음식과 침낭을 준비하고, 현지 음식을 즐길 수 있다고 생각합니다. 데이비드 또한 좋은 휴가 계획이 될 것 같다고 말합니다."
test_167,"#Person2#는 #Person1#에게 파멜라에게 비행기 시간을 알려달라고 요청합니다. #Person1#은 파멜라의 친구가 될 수 있도록 도와주고, 파멜라는 사업도 잘 시작하길 바란다고 말합니다. #Person2#은 파멜라가 자신의 친구라고 생각합니다."
test_168,"#Person1#은 #Person2#에게 이 도시에서 가장 번화한 거리가 어디인지 물어보고, 12번 버스를 타자고 제안합니다. #Person2#는 12번 버스 편법을 설명합니다. #Person1#은 버스 편법 운행에 대해 설명합니다. #Person2#은 버스 노선도 안내를 요청합니다."
test_169,"#Person2#는 #Person1#에게 메카로 성지순례 가는 무슬림들의 순례에 대해 설명합니다. #Person1#은 순례가 많은 종교에서도 흔하다고 생각하며, 순례자들이 치유받으러 가는 장소가 루르드라고 생각합니다."
test_170,"#Person1#은 #Person2#에게 중앙 백화점으로 가는 길을 안내합니다. #Person2#는 중앙 백화점에서 왼쪽으로 가자고 제안합니다. #Person1#은 두 블록 정도 가면 오른쪽 모퉁이에 있다고 설명합니다. #Person2#은 행운을 빌고, #Person1#은 행운을 원합니다. #Person1#는 행운을 기원합니다."
test_171,#Person1#은 #Person2#에게 다음 주 런던으로 기차를 타고 가자고 제안합니다. #Person2#는 기차보다 기차가 더 저렴하다고 말합니다. #Person1#은 고속버스 타볼 생각은 해봤지만 고속버스를 타지 않기로 했습니다.
test_172,"케서린과 톰은 패스트푸드에 대해 이야기합니다. #Person1#은 패스트푸드점들이 건강에 좋지 않다고 생각하지만, #Person2#는 미국인의 3분의 2는 그런 곳을 피할 수 있다고 생각합니다. 그들은 미국인들의 3분의 2가 패스트 푸드를 피하고 있다고 합니다."
test_173,#Person1#은 #Person2#에게 레모네이드와 베이비 백 립을 주문합니다. #Person2#는 바비큐 윙과 베이비백 립이 필요한데 추가 주문할 예정입니다. #Person1#은 베이비를 더 주문하고 베이비를 추가로 주문할 계획입니다.
test_174,"#Person2#는 #Person1#에게 더블 치즈버거와 감자튀김, 중간 사이즈 펩시를 주문합니다. #Person1#은 총 금액이 $5. 48이라고 말합니다."
test_175,#Person2#는 반숙 계란에 토스트를 찍어 먹을 수 있다고 말합니다. #Person1#은 #Person2#에게 반숙을 반숙으로 해달라고 요청합니다. #Person2#가 반숙계란을 싫어하기 때문에 #Person1#은 프라이드 에그를 요구합니다. 두 사람은 몇 번이나 말해야 합니다.
test_176,"#Person2#는 #Person1#에게 11번가, 파크 스트리트에 있는 그랜드 호텔로 가자고 제안합니다. #Person1#은 #Person2#에게 그랜드 호텔을 안내합니다. #Person2#가 그랜드 호텔이 11번가에 있다고 말합니다. #Person2#은 이제 어디 있는지 알 수 있게 되었습니다."
test_177,"#Person2#는 #Person1#에게 아이들에게 미국 경찰이 어떻게 생겼는지 보여주고 싶지만, 시간이 오래 걸리진 않았으면 좋겠다고 제안합니다. #Person1#은 #Person2#에게 사진을 찍으라고 권유합니다. #Person2#가 사진 찍기에 동의했지만, #Person1#은 사진을 찍을 수 없다고 말합니다."
test_178,"#Person1#은 #Person2#에게 내일 빈 방이 있는지 문의하고, #Person2#는 근처에 다른 호텔이 있다고 답합니다. #Person1#은 두 블록 떨어진 곳에 선셋 호텔이 있는 것을 확인하며, #Person2#를 도와줍니다. #Person2#가 내일 빈 방을 안내합니다. #Person1#이 내일은 만실입니다."
test_179,#Person2#는 미국에 공부하러 가려고 비자 신청을 했습니다. #Person1#은 서류를 올바르게 작성하지 않거나 필수 서류를 빠뜨려 신청이 거절된다고 생각합니다. #Person2#가 중국인에게 비자 조건이 더 엄격하다고 말합니다.
test_180,"Anne은 피곤해서 일찍 자려고 합니다. #Person1#과 #Person2#는 펍에서 술 한잔을 하기로 했으나, Anane은 친구들 만나기로 했습니다. Anine은 내일 저녁에 친구들을 만나기로 하였습니다."
test_181,Mary는 #Person1#에게 인터넷 쇼핑이 편리하고 시간도 절약된다고 말합니다. #Person1#은 #Person2#에게 온라인 은행 계좌를 열 것을 제안합니다. #Person2#는 온라인으로 모든 것을 찾을 수 있다고 설명합니다. #Person1#이 온라인으로 확인해보라고 제안합니다.
test_182,"#Person2#는 #Person1#에게 미국식 회계에 익숙하지 않다고 말합니다. #Person1#은 회계 프로세스에서 가장 기본적인 개념들을 설명합니다. 첫 번째는 회계 단위이고, 두 번째는 계속기업 원칙이며, 세 번째는 측정 단위이고 네 번째는 객관성입니다."
test_183,"#Person2#는 피터에게 여름에 시안에 가려고 생각 중이라고 말하고, 피터는 북쪽에 부모님이 계신 것을 추천합니다. 피터는 남서쪽에서 티베트로 가고 싶어하며, 제인은 신장이나 티베트를 가고 싶어합니다."
test_184,"#Person2#는 #Person1#에게 로맨스 영화들을 빌리고 싶다고 말합니다. #Person1#은 비디오 대여를 추적하기 위해 발급하는 회원 양식을 작성하고, #Person1#은 신작 영화만 빌릴 예정입니다. #Person2#가 #Person1#의 요청에 따라 월요일 밤 10시까지 반납해야 합니다."
test_185,#Person1#은 Mr. Lee의 소포가 책상 위에 있는 것을 발견하고 #Person2#에게 서명을 요청합니다. #Person2#는 잠시 기다리겠다고 말합니다. Mr은 Maje에게 서명할 수 있도록 도와줍니다.
test_186,#Person2#는 공항이 닫혀서 내일 아침까지 비행기가 출발하지 않는다고 #Person1#에게 알립니다. #Person1#은 #Person2#가 불을 켜 놓지 않으면 잠을 못 자는 습관이 있다고 말합니다. #Person2# 또한 방금 어떤 부인이 같은 습관을 가지고 있다고 설명합니다.
test_187,"#Person1#과 #Person2#는 지난주에 컴퓨터 도움으로 받은 음식을 대접하기 위해 식당으로 향합니다. #Person1#은 초보라서 식당 찾기가 어렵다고 생각하지만, #Person2#가 식당 찾기를 제안합니다. #Person1#이 식당을 찾으면 안 된다고 말합니다."
test_188,#Person2#는 스트레스 때문에 잠을 잘 못 잔다고 #Person1#에게 이야기합니다. #Person1#은 요가 수업을 듣거나 이완 테크닉을 배우는 것이 스트레스 극복에 도움이 될 것이라고 생각합니다. 하지만 #Person2#은 음악을 들어보는 것이 좋다고 제안합니다.
test_189,"#Person1#은 #Person2#에게 주방을 바꾸고 싶다고 말합니다. #Person2#는 현대식 주방을 선호하며, #Person1#은 유행을 따르려는 것이 아니라 예쁘고 깔끔한 주방을 원한다고 설명합니다. #Person2#은 자신의 주방을 확 바꾸고 싶어 합니다."
test_190,"Walter는 Professor Wood가 뛰어난 과학자라고 생각하지만, 그는 덤벙대며 덤벙대는 것 같다고 #Person1#에게 말한다."
test_191,#Person1#은 상담할 수 있는 시간을 예약하기 위해 #Person2#에게 상담을 요청합니다. #Person2#는 검사 결과가 명확하지 않아 더 정확하게 알아보려 합니다. #Person1#은 오늘 오후에 남편과 함께 가자고 제안합니다. #Person2#의 남편이 안 좋은 일이 있는 것 같다고 걱정하지 않습니다.
test_192,"Martin은 Eliza 선생님과 함께 주말에 용돈을 벌기 위해 일하고 있습니다. Lamb 선생님이 용돈이 없다는 것을 설명해 주고, #Person1#은 이에 대해 환상적이라고 생각합니다. 그들은 학생 복지회가 도움이 되었다고 생각합니다."
test_193,#Person1#은 #Person2#에게 소포를 1등급으로 보내자고 제안합니다. #Person2#는 1등급보다 10일 더 소요되는 우편 방법을 추천합니다. #Person1#은 그 방법으로 소포를 한국으로 보내려 합니다. #Person2#가 20파운드의 저렴한 비용과 우편 방법에 대해 문의합니다.
test_194,Linda는 #Person1#에게 15분 후에 결혼식에 핸드폰을 가지고 가자고 제안합니다. #Person1#은 그녀의 여동생을 위해 빵집에 전화해 달라고 요청합니다. LindA는 여동생의 여동생이 핸드폰을 잃어버렸다고 알려줍니다.
test_195,#Person1#은 서부에 있는 로스앤젤레스라는 항구 도시에서 왔습니다. #Person2#는 이 도시가 매우 아름답다고 말합니다. #Person1#은 다음 주 금요일에 도착할 예정입니다. #Person2#에게 음료 한 잔을 제공합니다. 또한 친절하게 친절하게 설명해줍니다.
test_196,"#Person2#는 여름 방학에 사업 수업을 듣고, 삼촌 회사에서 아르바이트하면서 경험을 쌓을 계획이다. #Person1#은 #Person2#가 미래에 대한 생각을 하지 않는다고 지적한다. #Person2#은 졸업 후에 여행할 멋진 곳들에 대해 생각한다고 말한다."
test_197,#Person2#는 #Person1#에게 우유 배달하러 갔다가 12번 집의 정원 문이 잠겨 있는 것을 발견하고 울타리를 넘지 못했다고 말합니다. #Person1#은 영화 한 장면을 떠올리며 웃기다고 생각합니다. Mary는 영화가 웃기진 않다고 말합니다.
test_198,"#Person2#는 #Person1#에게 회사에 6년 동안 있었음을 이야기합니다. #Person1#은 회사에서 새로운 기술 개발에 도움을 주고, 어머니는 돌보기 위해 여행을 가지 않는다고 말합니다. #Person2#가 어머니를 돌보아야 하기 때문에 여행을 갈 기회는 많지 않다고 합니다. #Person1#은 여행에 대해 별로 신경 쓰지 않습니다."
test_199,"#Person2#는 #Person1#에게 통장 개설에 필요한 정보를 제공합니다. #Person1#은 보통 예금 통장에 이자가 붙지 않는다고 설명하며, #Person2#가 은행에서 출금하고 ATM에서 하실 수 있다고 합니다. #Person1#은 좋은 하루가 되기를 기원합니다."
test_200,#Person1#은 #Person2#에게 중국 음식을 추천합니다. #Person2#는 베이징 요리와 광동 요리를 추천합니다. #Person1#는 전취덕 식당을 추천합니다. 그들은 교통이 막힐 경우 식당 이름과 메뉴를 알려줍니다.
test_201,"#Person2#는 #Person1#에게 양털 배송에 대해 문의합니다. #Person1#은 #Person2#가 양털의 빠른 도착을 원한다고 설명하며, 계약서 작성 후 서명할 것을 제안합니다. #Person2#은 동의하시면 바로 계약서에 서명합니다. #Person1#이 동의하면 계약서를 작성해서 서명합니다."
test_202,"#Person2#는 #Person1#에게 503호 방 번호를 변상해 달라고 요청합니다. #Person1#은 503호의 양식을 작성해 주고, 503호는 503호로 변상할 예정입니다. #Person2#가 방 번호가 바뀌었다고 말합니다."
test_203,"#Person1#은 #Person2#에게 2006 회계연도 마케팅 계획에 대해 설명합니다. #Person2#는 목표를 달성했는지 평가하기 위해 시장의 원래 상태, 둘째, 전년도 우리의 마케팅 수치, 셋째, 올해의 최종 판매 수치를 고려하고, 오버헤드를 보시면 그래프를 볼 수 있다고 설명합니다."
test_204,"#Person2#는 휴가 때 파리에서 출발하여 밀라노로 갈 예정이며, 에든버러에 가서 페스티벌에 참석할 계획이다. #Person1#은 #Person2#에게 기념품을 사다 줄 것을 제안한다. #Person2#가 #Person1#에게 기념품은 이미 생각해뒀다고 말한다."
test_205,"Jimmy Fox는 중형차를 예약했지만, 예약을 유지하기 위해 필요한 비용을 지불하지 않습니다. #Person1#은 #Person2#에게 작은 차나 SUV를 이용하라고 제안합니다. #Person2#는 차를 안전하게 운전할 수 있도록 보험과 대여료에 대해 할인을 제공할 예정입니다."
test_206,#Person2#는 #Person1#에게 아빠가 서재에서 일하는 것을 알리기 위해 카드게임에 참여하지 말라고 경고합니다. #Person1#은 #Person2#에게 문제를 일으키지 않을 것이라고 약속합니다. #Person2#가 문제 일으키지 않도록 조심하라고 경고합니다.
test_207,"Mr. Jones는 오늘 오후 5시에 회계사와 회의가 있고, Ms. Von은 목요일에 당신과 대화를 원한다고 말합니다. 그들은 다음 주에 시작될 새로운 프로젝트 매니저에 대해 이야기할 예정입니다. #Person1#은 그녀의 새로운 프로젝 매니저를 소개합니다."
